Dataset 2. The predicted transcription termination sites of Term-Seq.,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. avermitilis,,,,S. clavuligerus,,,,S. coelicolor,,,,S. griseus,,,,S. lividans,,,,S. tsukubaensis,,,,S. venezuelae,,,
Reference genome,Strand,Position,z-score,Reference genome,Strand,Position,z-score,Reference genome,Strand,Position,z-score,Reference genome,Strand,Position,z-score,Reference genome,Strand,Position,z-score,Reference genome,Strand,Position,z-score,Reference genome,Strand,Position,z-score
BA000030,-,6336123,36.1385246167257,CP027858,+,3362684,27.4680568360971,NC_003888,-,3157337,419.873906776057,NC_010572,-,1608329,182.165800220114,CP009124,+,4480357,25.5816762526317,CP020700,-,3089346,37.3786224384775,CP059991,+,6028544,23.291318510189
BA000030,+,6067355,36.1331879529749,CP027859,+,764602,27.3530671625038,NC_003888,-,5339570,12.0152670408351,NC_010572,-,5085437,603.860476398086,CP009124,+,7193496,25.5518430579445,CP020700,-,2709689,37.3151046526886,CP059991,-,6267104,23.2637375555922
BA000030,+,4889104,36.0165812432746,CP027858,-,3446537,27.2808883979618,NC_003888,-,2052480,21.0758071509111,NC_010572,-,2826502,27.6082252770252,CP009124,+,2481718,25.5082518695404,CP020700,+,2637700,37.111334616643,CP059991,-,5189989,23.1223081498776
BA000030,-,7384799,35.874530733098,CP027858,-,5889272,27.2345717421094,NC_003888,-,1739787,15.5879680174422,NC_010572,-,6259159,22.4148543503642,CP009124,+,6186442,25.4806573310444,CP020700,+,4832015,36.7842522716169,CP059991,+,3263457,23.0896920190163
BA000030,+,7008393,35.8511859914794,CP027858,-,4429329,27.2267391427486,NC_003888,-,2885880,14.2379047067019,NC_010572,-,4383744,13.0649730476713,CP009124,+,6803416,25.4636476390559,CP020700,-,1776133,36.6025633846622,CP059991,-,2948567,23.0448011903637
BA000030,+,5566946,35.8464208207648,CP027858,+,1287779,27.2236709032422,NC_003888,-,4236304,24.5872199700461,NC_010572,-,2080340,25.8869374007617,CP009124,+,5185598,25.3492164352003,CP020700,+,4346252,36.5171920727278,CP059991,+,6416516,22.9307747166631
BA000030,-,7581174,35.7459330922538,CP027858,+,3335452,27.0879153011117,NC_003888,-,977414,31.618890449387,NC_010572,-,4979915,18.6945645701101,CP009124,-,5978014,25.3379317397411,CP020700,+,3474194,36.4817850867466,CP059991,-,2062384,22.9233259128487
BA000030,+,7070555,35.6729418545066,CP027858,+,2036270,27.0716708313345,NC_003888,-,1466435,15.0982089377957,NC_010572,-,6272780,18.0613973929261,CP009124,+,5877639,25.0836894186401,CP020700,-,7388748,36.4473684931144,CP059991,+,5253123,22.8744234771345
BA000030,+,4166268,35.6146438499493,CP027858,-,2503582,27.068973591703,NC_003888,-,5069775,16.363940319725,NC_010572,-,4480061,12.3582395395348,CP009124,-,1292136,25.0645529074274,CP020700,+,3271455,36.2978303642274,CP059991,+,1503165,22.8465346612454
BA000030,+,3145043,35.3152100725444,CP027858,-,2531955,27.0670418730347,NC_003888,-,2040860,13.4551617228685,NC_010572,-,4908112,45.1475078092844,CP009124,+,3900216,24.9742120254761,CP020700,-,1760830,36.2285544570766,CP059991,-,4780247,22.7602089968446
BA000030,+,7022121,35.1987066343654,CP027858,+,1592015,27.0388599909022,NC_003888,-,4291737,12.3338997750179,NC_010572,-,4620213,46.19414231204,CP009124,-,6977277,24.9532740964485,CP020700,-,2167787,36.2053272108267,CP059991,-,6881658,22.7558493269676
BA000030,-,3352718,35.1827805309154,CP027858,+,3472998,27.0367266440736,NC_003888,-,1467786,16.7137039939156,NC_010572,-,3267479,61.3419531406272,CP009124,-,3407258,24.7642662159029,CP020700,+,1129922,36.1721949661348,CP059991,-,4693968,22.6580725194721
BA000030,-,4545333,35.1464703628077,CP027858,-,1986724,27.0151928303881,NC_003888,-,6931781,30.3652607333095,NC_010572,-,6379348,18.567363882872,CP009124,+,5549688,24.7517532216578,CP020700,+,5872811,36.1115264226655,CP059991,-,3184149,22.4871339592547
BA000030,+,5721043,34.8845154376921,CP027858,-,1026966,27.0080078150362,NC_003888,-,4908915,25.2798030217117,NC_010572,-,2230129,14.1263063561709,CP009124,+,5788602,24.7476449896111,CP020700,-,2634364,36.0312567647647,CP059991,+,5636275,22.4295577239852
BA000030,+,5996833,34.8599150532013,CP027858,+,2536856,26.866499168459,NC_003888,-,2052968,16.9828733687435,NC_010572,-,3039917,14.4292930928709,CP009124,+,4585325,24.7302059348418,CP020700,+,5925677,36.0141520161776,CP059991,+,1385943,22.4038086463797
BA000030,+,3727910,34.8539354217677,CP027858,+,1872039,26.8387341584396,NC_003888,-,4165733,25.7792773323542,NC_010572,-,1131612,67.997428089442,CP009124,+,2476237,24.7188119755454,CP020700,-,4671026,35.6571801764056,CP059991,+,2128260,22.2035670461758
BA000030,-,8943198,34.6020517424192,CP027859,-,1347232,26.8130126811368,NC_003888,-,2104061,21.7249698259809,NC_010572,-,3673204,22.8953700087443,CP009124,+,3419928,24.6769332665937,CP020700,-,4754589,35.6287445878182,CP059991,+,5647311,22.1161111251586
BA000030,+,4336772,34.4247840944725,CP027858,-,2937210,26.7785174171459,NC_003888,-,4027682,105.071341400771,NC_010572,-,7945541,15.3475969841452,CP009124,+,240301,24.6459713920814,CP020700,-,6792541,35.5770330655587,CP059991,+,5251129,22.0821220634696
BA000030,-,3908113,34.3801404358826,CP027858,-,1578255,26.6022726700499,NC_003888,-,6972398,16.7935728462781,NC_010572,-,1974460,15.1409623558051,CP009124,+,3869528,24.623983862079,CP020700,-,2992074,35.4124444821314,CP059991,-,7973934,22.0327795638182
BA000030,+,5969114,34.2871317934889,CP027858,+,1772760,26.456183802553,NC_003888,-,3282791,169.628197297907,NC_010572,-,3877480,135.308453685624,CP009124,-,2276312,24.6178326588289,CP020700,-,5484779,35.2999757388207,CP059991,+,1112134,21.964253628523
BA000030,-,8893099,34.217154599034,CP027858,-,262734,26.3575586181016,NC_003888,-,2286648,32.4953063714906,NC_010572,-,4020745,62.496316792053,CP009124,-,8156124,24.5303733691123,CP020700,+,4718712,35.0871960140933,CP059991,-,7942595,21.9639553653742
BA000030,+,3033739,34.0481698021268,CP027858,+,5238154,26.3252974369542,NC_003888,-,4716794,13.5170812430486,NC_010572,-,2896540,12.6700034891909,CP009124,+,4898605,24.5078773440656,CP020700,-,3570520,34.837457606248,CP059991,+,3128627,21.9617518108045
BA000030,-,3646275,33.9183752159144,CP027858,+,5316175,26.2932236844952,NC_003888,-,4293830,15.0060108894208,NC_010572,-,2214293,16.9529659599247,CP009124,+,6599996,24.5069501357001,CP020700,+,5357302,34.8344848528757,CP059991,-,7659652,21.8101627663965
BA000030,-,4372156,33.9143843087372,CP027858,+,3615089,26.2106857093485,NC_003888,-,1966507,15.5359783662611,NC_010572,-,3386668,282.209396908676,CP009124,+,3891406,24.4690907324731,CP020700,+,3441988,34.5151338879016,CP059991,+,8456912,21.8051579919608
BA000030,-,2673271,33.8545475177754,CP027858,-,2493019,26.1762915646989,NC_003888,-,4179119,17.8874746874357,NC_010572,-,4631599,44.5755464499474,CP009124,+,7193776,24.4238765523343,CP020700,-,7710065,34.4215496774507,CP059991,-,5467215,21.7603240685997
BA000030,+,7227103,33.8500593925282,CP027858,-,1751954,26.1317091795066,NC_003888,-,6040042,13.0989499772548,NC_010572,-,897804,18.9866887351679,CP009124,+,3899797,24.3525723425399,CP020700,+,3510875,34.3809059475071,CP059991,+,6258821,21.7233125170728
BA000030,-,5177630,33.660218280886,CP027858,+,3186011,26.1236324874553,NC_003888,-,3231456,26.2718696185776,NC_010572,-,6330064,32.1721963108767,CP009124,+,5558281,24.2708389280784,CP020700,-,1361966,34.3787929422128,CP059991,+,2477761,21.7050235418712
BA000030,+,2715545,33.5947289919467,CP027858,+,4093615,26.0934503693007,NC_003888,-,6176160,53.1545452949705,NC_010572,-,2848620,14.8523778256641,CP009124,+,4180366,24.2313536897045,CP020700,-,779050,34.1402972182955,CP059991,-,4809533,21.6149416529385
BA000030,+,2346488,33.5634006179244,CP027858,-,1504256,26.0374361762272,NC_003888,-,31088,20.9979487276062,NC_010572,-,2738600,14.2456768428411,CP009124,-,3310030,24.225755121573,CP020700,+,5612975,34.0818244194342,CP059991,+,6267144,21.5653467622924
BA000030,-,6260748,33.4958989182218,CP027858,-,1823116,26.034705828699,NC_003888,-,4431519,18.7139915387772,NC_010572,-,4545506,13.0459438135715,CP009124,-,756846,24.1457567484724,CP020700,-,2685493,33.7624792394413,CP059991,+,5986318,21.5049759306198
BA000030,-,3269048,33.4835719861585,CP027858,-,6374060,25.9909364438441,NC_003888,-,1609725,16.649521962295,NC_010572,-,1980556,18.3582325060741,CP009124,-,7194177,24.1317196572761,CP020700,-,2815611,33.6619465394515,CP059991,-,3140027,21.4263376976322
BA000030,+,2440695,33.2470581640697,CP027858,-,2439482,25.9823410371723,NC_003888,-,964928,76.1884969558304,NC_010572,-,3105250,27.5769942920749,CP009124,-,3555488,24.130697579407,CP020700,+,4235933,33.4431127314326,CP059991,-,2833644,21.4257081028439
BA000030,+,5349235,33.1210884088302,CP027858,-,1583604,25.9258930784042,NC_003888,-,2066009,13.2972580112575,NC_010572,-,5533654,16.3078655984471,CP009124,+,5884486,24.0745149784801,CP020700,+,2519531,33.3653732935913,CP059991,+,5485811,21.3946700186183
BA000030,-,4267773,32.9496986406381,CP027858,-,2703716,25.8100606317163,NC_003888,-,2331858,15.7603495390427,NC_010572,-,2084395,30.7595571109161,CP009124,-,2238222,24.0514844307261,CP020700,-,2499072,33.3296389597664,CP059991,-,4507303,21.3904744753893
BA000030,-,3511513,32.9159085656562,CP027858,+,2375180,25.6955218545824,NC_003888,-,2309679,13.2352423311278,NC_010572,-,3483531,20.9531080112598,CP009124,+,6087526,24.0339461767191,CP020700,-,5779935,33.3016807813926,CP059991,+,771073,21.3770923203826
BA000030,+,3556027,32.7757869962742,CP027858,+,3259289,25.6324417603062,NC_003888,-,2917999,15.8809797286289,NC_010572,-,4400017,17.2795095827244,CP009124,+,7566445,24.0128899937408,CP020700,-,1417922,33.0946920823953,CP059991,+,7249582,21.3637264606853
BA000030,+,5958133,32.7618621854723,CP027858,-,5660571,25.5235182976667,NC_003888,-,3386402,84.9111789119075,NC_010572,-,3679806,49.2211110685305,CP009124,+,5551394,23.9509851930344,CP020700,+,5004793,33.0896045718994,CP059991,+,1428046,21.3292186988918
BA000030,+,2070759,32.6662730171422,CP027858,-,3750167,25.4937354166158,NC_003888,-,3268540,226.488949602407,NC_010572,-,2179784,53.5047431152527,CP009124,-,3359184,23.9266479680376,CP020700,+,4994309,33.0182693395897,CP059991,-,3034576,21.2615547412742
BA000030,-,3086793,32.4040001548982,CP027858,-,2613519,25.3801821490077,NC_003888,-,3705957,15.4681525423696,NC_010572,-,188355,98.1540494657842,CP009124,-,4227068,23.8487448716865,CP020700,+,3579232,32.5927608271712,CP059991,-,3072583,21.1320494498256
BA000030,-,5860816,32.2297581968134,CP027858,+,5872951,25.3672307740952,NC_003888,-,3376201,165.52248566784,NC_010572,-,3469544,27.5686399460889,CP009124,+,2287241,23.7693660415788,CP020700,-,2453720,32.4907363530435,CP059991,+,2447902,21.0874473799383
BA000030,-,1843492,32.1446034357405,CP027858,-,1504039,25.3634221456867,NC_003888,-,1757558,37.5598765495264,NC_010572,-,2006322,17.0491687915872,CP009124,-,365848,23.74822014079,CP020700,+,4944767,32.4599960700774,CP059991,-,623710,20.9947029099546
BA000030,-,2615909,32.0860357820258,CP027858,-,2143384,25.3105266098336,NC_003888,-,4865855,16.6638032441677,NC_010572,-,3239666,91.3383200180272,CP009124,-,2775981,23.7009285388807,CP020700,+,4655555,32.4370155661219,CP059991,+,4519409,20.9785070251607
BA000030,-,3892953,31.9364435972133,CP027858,+,5407470,25.2845063141718,NC_003888,-,6893207,19.6978333200561,NC_010572,-,3270109,14.4366588315604,CP009124,-,4187203,23.6958929812213,CP020700,+,7719186,32.2840419825896,CP059991,+,6262762,20.8444890736355
BA000030,+,4680001,31.908035395503,CP027858,+,1879390,25.1921073079842,NC_003888,-,5069693,151.020479576412,NC_010572,-,6928075,12.3267487537054,CP009124,-,4984563,23.6903285014014,CP020700,-,2720918,32.2401967401518,CP059991,-,4273167,20.8231477658401
BA000030,+,4872417,31.889923380878,CP027858,+,5193295,25.1114364346892,NC_003888,-,3595767,13.7000691337015,NC_010572,-,4020542,16.4125938590028,CP009124,+,5387223,23.6396341707972,CP020700,-,4089944,32.2197219343376,CP059991,-,2186704,20.8034902101571
BA000030,-,6315873,31.8606618292908,CP027858,+,5362593,25.0922422594368,NC_003888,-,3706037,16.8625197668537,NC_010572,-,2098878,33.0083216323661,CP009124,+,1839498,23.5283943277368,CP020700,+,4206113,32.2055647149321,CP059991,+,5279274,20.7935949303703
BA000030,-,4563542,31.6862958569044,CP027858,-,4199828,25.0918152126744,NC_003888,-,2270850,44.2394234283617,NC_010572,-,6074268,12.0188257598899,CP009124,-,6272757,23.5062912897018,CP020700,+,2376225,32.1864139823992,CP059991,-,4791586,20.7638681385887
BA000030,-,2459999,31.6162858104159,CP027858,-,1524308,25.088091908509,NC_003888,-,6345579,57.9722414024651,NC_010572,-,2826603,58.9730238425685,CP009124,-,5509532,23.4943567656325,CP020700,-,6643010,32.1435938454335,CP059991,-,2418870,20.7491283791573
BA000030,+,6758003,31.5583383531901,CP027858,+,4323479,25.02848809563,NC_003888,-,8061850,12.4182878547898,NC_010572,-,7864162,22.1336829578415,CP009124,-,4156676,23.4427100536201,CP020700,-,1590499,32.078444541015,CP059991,+,6469526,20.6382828072882
BA000030,+,8171075,31.4866625957612,CP027859,-,1236736,24.95060524678,NC_003888,-,2536334,18.7333375113338,NC_010572,-,3269614,13.7406466012649,CP009124,+,5109909,23.4120309163142,CP020700,-,5395474,31.8613000904456,CP059991,+,7394473,20.6223082498401
BA000030,-,2008649,31.4297789650295,CP027858,-,1567624,24.9160268424428,NC_003888,-,3235577,14.4332630462009,NC_010572,-,2237516,25.0105721414135,CP009124,-,6015887,23.3864313250066,CP020700,-,416823,31.8163721182477,CP059991,+,3433734,20.5614573246065
BA000030,+,3208076,31.4193529098259,CP027858,+,4641496,24.8752168550503,NC_003888,-,7412929,16.4514239127949,NC_010572,-,7057667,12.6491742348401,CP009124,+,4914700,23.3106415307499,CP020700,+,417215,31.726218764114,CP059991,+,5485757,20.5256886681426
BA000030,-,2615718,31.3712103292035,CP027858,-,4096683,24.715779122186,NC_003888,-,3206750,15.3335976921022,NC_010572,-,7210054,13.6866939572751,CP009124,+,5550996,23.3020261171797,CP020700,-,2452633,31.6576103209987,CP059991,+,5272274,20.4693440852612
BA000030,-,5594425,31.3048623858767,CP027858,-,314706,24.6786997786752,NC_003888,-,1819506,28.8610456602414,NC_010572,-,2228408,12.0235845319706,CP009124,+,3142947,23.2406261295543,CP020700,-,5153167,31.6267459677577,CP059991,+,4340036,20.4610870963128
BA000030,-,3351577,31.3008278324234,CP027858,-,1983977,24.6624885438988,NC_003888,-,2782718,15.9707888067473,NC_010572,-,2245115,21.323386375547,CP009124,-,5459851,23.1322535253557,CP020700,-,1308286,31.3613438658558,CP059991,+,3263318,20.3954266547058
BA000030,+,5968437,31.2389849789164,CP027858,-,5447589,24.6126812719806,NC_003888,-,1752200,44.1105642175983,NC_010572,-,4357576,60.5258663919322,CP009124,-,3412742,23.1166260958691,CP020700,+,4886741,31.3393134834794,CP059991,+,6521324,20.3813689658318
BA000030,+,8956420,31.1229680703174,CP027858,+,4264033,24.5072416223656,NC_003888,-,4482388,12.5695010286229,NC_010572,-,4761846,12.2488414470169,CP009124,+,6266693,23.0894374970677,CP020700,+,6064463,31.1842700251199,CP059991,-,3520075,20.3037910227353
BA000030,-,3672323,31.0654948257239,CP027858,+,3362472,24.4997488373826,NC_003888,-,1622753,19.4659784501409,NC_010572,-,4181388,17.1571021908963,CP009124,-,3174315,23.0803852279305,CP020700,+,4883530,31.0507113467713,CP059991,-,4258442,20.2655129841774
BA000030,+,5600219,31.011663529118,CP027858,-,3122816,24.467999946921,NC_003888,-,6038991,29.9145534726118,NC_010572,-,2738177,17.6119404983897,CP009124,-,3917023,23.0551764401513,CP020700,-,1278391,31.0237406807956,CP059991,+,2750317,20.1508859247758
BA000030,-,2052914,30.9394715748095,CP027858,-,3278293,24.4243383996849,NC_003888,-,5877394,18.3663344202546,NC_010572,-,2167217,24.4400091672314,CP009124,+,5110881,23.0342534937968,CP020700,+,6612137,30.9928596897237,CP059991,+,6385497,20.1106990368528
BA000030,+,3284979,30.7434238079372,CP027858,+,5680734,24.3707083939046,NC_003888,-,6314570,12.7214926012151,NC_010572,-,5407293,257.080562214674,CP009124,+,6688516,23.0307794940294,CP020700,+,5673189,30.7866199220249,CP059991,-,3217172,20.107253347769
BA000030,+,6001828,30.6210365512806,CP027858,+,4843172,24.2713269460917,NC_003888,-,1767820,52.6425125259904,NC_010572,-,6257290,15.9392567608657,CP009124,+,5162955,22.9201258948816,CP020700,-,2448467,30.7554290414128,CP059991,-,4655086,20.0782909337296
BA000030,-,2398079,30.5952842034695,CP027858,+,5882015,24.2402088770933,NC_003888,-,3236019,12.4170367667683,NC_010572,-,4856583,13.0353794496549,CP009124,+,1329062,22.8941502894015,CP020700,-,7041783,30.6496804506196,CP059991,+,6304953,20.0686480024907
BA000030,-,4260701,30.5803941001825,CP027858,+,3337403,24.2006167257975,NC_003888,-,558747,15.9516754483019,NC_010572,-,4335861,243.997038073532,CP009124,-,2674210,22.8163061013264,CP020700,+,2708848,30.6232484332768,CP059991,-,7316647,20.0217456224143
BA000030,-,8461103,30.55676436746,CP027858,+,2466489,24.1784526807067,NC_003888,-,1147274,24.305228345196,NC_010572,-,7935639,60.0857801148615,CP009124,-,3781459,22.8015136288693,CP020700,-,600642,30.5960864832309,CP059991,-,3651300,20.0190805976038
BA000030,+,3679191,30.5112221608773,CP027858,-,1044515,24.1585555664582,NC_003888,-,1461036,12.5402124765746,NC_010572,-,5201508,12.6642361593838,CP009124,+,2782035,22.7771876121293,CP020700,+,3810451,30.5660800473397,CP059991,-,3227073,20.0092122535417
BA000030,-,2990501,30.3659131426059,CP027858,-,3999613,24.0638721568704,NC_003888,-,1748713,23.3047484897793,NC_010572,-,2959500,75.9175965828034,CP009124,-,619952,22.692235626738,CP020700,-,2961418,30.5083429786601,CP059991,-,8678058,19.9978789312633
BA000030,+,6665016,30.3450840179372,CP027858,+,4713304,24.0504058280105,NC_003888,-,4036063,80.8100076815127,NC_010572,-,3895138,12.3763012392197,CP009124,+,3865204,22.6606117359967,CP020700,+,2637591,30.4665165413099,CP059991,-,5391238,19.9382756814505
BA000030,+,6533028,30.3108218235817,CP027858,-,2610837,23.9688958819363,NC_003888,-,2189305,27.1040358956643,NC_010572,-,6511499,38.4529643301783,CP009124,+,4000560,22.644672986245,CP020700,+,4660011,30.3608905801305,CP059991,-,8183871,19.8906495529912
BA000030,-,1454748,30.2816517498496,CP027859,-,881196,23.8800090861612,NC_003888,-,7186807,76.2588813775498,NC_010572,-,3318330,12.6809889775512,CP009124,-,2886424,22.5904951721792,CP020700,-,2424980,30.2878340783297,CP059991,-,3374692,19.8866555772547
BA000030,+,6563359,30.2687488077341,CP027858,+,3419451,23.8424074834837,NC_003888,-,1577914,37.2980466654543,NC_010572,-,4319392,101.823966852033,CP009124,+,5310428,22.4139330169881,CP020700,+,2643793,30.1526350479582,CP059991,-,4088821,19.8627448267136
BA000030,+,1872256,30.2567928023546,CP027858,+,5319056,23.8292689199544,NC_003888,-,4470036,34.1914129135714,NC_010572,-,6283745,12.6582056504257,CP009124,-,6188336,22.4077058262674,CP020700,+,4832214,29.9962108519559,CP059991,-,6561076,19.8296121509219
BA000030,-,3253241,30.2025916886165,CP027858,+,3292451,23.7270480906573,NC_003888,-,5869547,14.5267208541683,NC_010572,-,2111857,138.77576731153,CP009124,-,2080636,22.3875380746187,CP020700,-,2444489,29.5370859298991,CP059991,+,5889966,19.8035355672524
BA000030,-,3235199,30.0396775759246,CP027858,-,1482141,23.7072770367652,NC_003888,-,1943685,37.4295832207411,NC_010572,-,6653825,14.9047503155259,CP009124,-,4462869,22.3636902516193,CP020700,+,2417703,29.5144023850895,CP059991,-,1842974,19.8035217929345
BA000030,-,6309560,29.7949789224793,CP027858,+,5534838,23.6214727661068,NC_003888,-,4293686,222.262817874019,NC_010572,-,1748650,18.6893130602844,CP009124,+,1674637,22.3037704753602,CP020700,+,6481863,29.392797703819,CP059991,+,3303268,19.7036093670817
BA000030,+,7559586,29.7803926223155,CP027858,+,4486754,23.5362898610997,NC_003888,-,3672002,12.0721565644456,NC_010572,-,2261089,35.5392894222566,CP009124,+,142430,22.2357428727164,CP020700,+,4735572,29.3662163837191,CP059991,+,4031004,19.6918914480603
